,Project Title,University,Description,field,Tuition,Rate,City,Duration,State,County,LATITUDE,LONGITUDE,PostPhdSalary,PostPhdEmploy,World Rank,USA Rank,Glassdoor Star,Salary_high,Salary_low,Salary/Stipend,State Avg Salary/Stipend,Required Income,Food,Housing,Transportation,Medical,Enough Income
2216,Physical Activity and Well-Being,University of Utah,The Physical Activity and Well-Being program at University of Utah strives to understand and optimize physical activity patterns and physiological and psychological well-being across diverse populations.,hospitality-leisure-sports,18096.0, year,Salt Lake City,4.0,Utah,Salt Lake,40.7776,-111.9311,"72,000",84.3,1400,1800,4.2,56000.0,34000.0,43742.0,41861.0,36225.0,4686.0,10318.0,5316.0,2980.0,Yes
2217,Exercise Science,University at Buffalo,"The Exercise Science degree at University at Buffalo is the scientific study of how human movement influences health, fitness, performance and disease prevention.",hospitality-leisure-sports,,,Buffalo,4.0,New York,Erie,42.9018,-78.8487,"72,000",84.3,1400,1800,,,,,42830.0,44627.0,4559.0,17922.0,4470.0,3207.0,No
2218,"Physical Education, Sports and Exercise Science",The University of New Mexico,"We offer a phd degree in Physical Education, Sports and Exercise Science at The University of New Mexico. Become a physical education teacher educator with the ability to conduct research in sport pedagogy as well as effectively teach undergraduate and graduate students in the field of PETE and sport pedagogy.",hospitality-leisure-sports,,,Albuquerque,4.0,New Mexico,Bernalillo,35.1054,-106.6465,"72,000",84.3,1400,1800,,,,,44859.0,33435.0,4686.0,8157.0,5316.0,3282.0,No
2219,Health and Exercise Science - Exercise Physiology,University of Oklahoma,Students in the Health and Exercise Science - Exercise Physiology program in the Department of Health and Exercise Science at the University of Oklahoma have the opportunity to investigate a number of different physiological systems.,hospitality-leisure-sports,,,Norman,3.0,Oklahoma,Cleveland,35.2335,-97.3471,"72,000",84.3,1400,1800,4.1,54000.0,34000.0,42946.0,32766.0,32228.0,3926.0,7875.0,5477.0,2991.0,Yes
2220,Exercise and Nutrition Sciences,University at Buffalo,"Exercise science is the scientific study of how human movement influences health, fitness, performance and disease prevention. The Exercise and Nutrition Sciences program from  University at Buffalo, explores the complex relationship between the body, nutrients and health.",hospitality-leisure-sports,,,Fairfax,4.0,Virginia,Fairfax,38.8531,-77.2997,"72,000",84.3,1400,1800,,,,,38398.0,39599.0,3926.0,13342.0,5477.0,3247.0,No
2221,"Tourism, Hospitality, and Event Management",University of Florida,"Students are expected to be involved in research throughout their Ph.D. Tourism, Hospitality, and Event Management program at University of Florida, which requires approximately three to five years of full-time study for completion.",hospitality-leisure-sports,27805.0, year,Gainesville,3.0,Florida,Alachua,29.6804,-82.3459,"72,000",84.3,1400,26,4.2,48000.0,30000.0,38382.0,38959.0,36848.0,3926.0,12221.0,5477.0,3184.0,Yes
2222,Ministry - Church Revitalization (Online),Liberty University,Liberty University’s Doctor of Ministry - Church Revitalization (Online) can help equip you with the training you need to help churches of all kinds renew their passion for the gospel.,humanities,8996.0, year,Online,2.0,,,,,"77,000",81.9,1400,154,4.0,46000.0,29000.0,36472.0,,,,,,,No
2223,Anthropology,The University of Arizona,The Anthropology program at The University of Arizona began in 1915 with the appointment of Byron Cummings as Professor of Archaeology and Director of the Arizona State Museum.,humanities,31372.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"77,000",81.9,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
2224,Christian Leadership - Digital Discipleship (Online),Liberty University,Liberty University's EdD in Christian Leadership - Digital Discipleship (Online) degree program is designed to provide you with a biblical foundation for leadership and effective utilization of technology.,humanities,12955.0, year,Online,2.5,,,,,"77,000",81.9,1400,154,4.0,46000.0,29000.0,36472.0,,,,,,,No
2225,Theology (Online),Liberty University,Pursue Your Passion for Theological Studies with the Theology (Online) program from Liberty University Online.,humanities,10934.0, year,Online,1.0,,,,,"77,000",81.9,1400,154,4.0,46000.0,29000.0,36472.0,,,,,,,No
2226,Ministry - Strategic Christian Ministry (Online),Liberty University,"If you want to learn how you can create a strategic ministry action plan, then Liberty University's Doctor of Ministry - Strategic Christian Ministry (Online) degree can help you get there. You’ll learn what a biblical church and its constituents look like.",humanities,8996.0, year,Online,2.0,,,,,"77,000",81.9,1400,154,4.0,46000.0,29000.0,36472.0,,,,,,,No
2227,English,The University of Arizona,"The English program from The University of Arizona provide students with professional preparation for teaching and conducting scholarly research at the university, college, and community college levels.",humanities,31372.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"77,000",81.9,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
2228,Christian Leadership (Online),Liberty University,"Are you interested in ascending to the pinnacle of academia? Maybe you feel led to pursue your doctoral degree – and you would like a degree program that can help equip you with leadership training as well as key biblical principles. If so, Liberty University’s Doctor of Philosophy (PhD) in Christian Leadership (Online) may be a great fit for you.",humanities,14394.0, year,Online,2.5,,,,,"77,000",81.9,1400,154,4.0,46000.0,29000.0,36472.0,,,,,,,No
2229,Theology - Global Studies (Online),Liberty University,Prepare to Lead in Global Ministry with the Theology - Global Studies (Online) program from Liberty University Online.,humanities,10934.0, year,Online,1.0,,,,,"77,000",81.9,1400,154,4.0,46000.0,29000.0,36472.0,,,,,,,No
2230,Spanish,The University of Arizona,The PhD in Spanish at The University of Arizona is distinguished by cross-unit collaboration and interdisciplinary approaches.,humanities,31372.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"77,000",81.9,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
2231,Middle Eastern and North African Studies,The University of Arizona,A minimum of 54 units of coursework are required for the Middle Eastern and North African Studies at The University of Arizona: 45 units in the major track and 9 units in the minor.,humanities,31372.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"77,000",81.9,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
2232,Community Care and Counseling - Pastoral Care and Counseling (Online),Liberty University,"Are you passionate about helping people work through life’s challenges? With Liberty University’s Education Specialist (EdS) in Community Care and Counseling - Pastoral Care and Counseling (Online) and Counseling, you can learn how to combine biblical principles with effective counseling techniques and help hurting people find healing.",humanities,17993.0, year,Online,1.0,,,,,"77,000",81.9,1400,154,4.0,46000.0,29000.0,36472.0,,,,,,,No
2233,East Asian Studies,The University of Arizona,Candidates for admission to the East Asian Studies program from The University of Arizona must have the support of one faculty member within whose general area the student proposes to work.,humanities,31372.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"77,000",81.9,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
2234,American Indian Studies,The University of Arizona,"The American Indian Studies program from The University of Arizona – the first such degree in the U.S. –  is an interdisciplinary program designed to prepare graduate students for careers both within the academy and/or in Native American governance, the nonprofit sector, philantropy, and/or government service.",humanities,31372.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"77,000",81.9,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
2235,Anthropology and Linguistics,The University of Arizona,The joint degree in Anthropology and Linguistics from The University of Arizona is designed for students with interests in both departments who would emerge from the program as job candidates for both linguistics and anthropology departments. Both the School of Anthropology and Department of Linguistics offer teaching assistantships and research support for students in the joint Ph.D. program.,humanities,31372.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"77,000",81.9,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
2236,Christian Leadership -  Christian Ministry (Online),Liberty University,"Are you passionate about leading ministry efforts in your church or community? Do you want to hone your skills as a Christian school educator or administrator, church ministerial staff member, or parachurch organization leader? If so, Liberty University’s Doctor of Education (EdD) in Christian Leadership -  Christian Ministry (Online) degree may be for you!",humanities,12955.0, year,Online,2.5,,,,,"77,000",81.9,1400,154,4.0,46000.0,29000.0,36472.0,,,,,,,No
2237,Ministry - Expository Preaching and Teaching (Online),Liberty University,"Are you passionate about preaching the Word of God? Do you want to strengthen your effectiveness as a Christian minister? Are you seeking advanced training in the art of homiletics? If that sounds like you, Liberty University’s Doctor of Ministry - Expository Preaching and Teaching (Online) can help!",humanities,8996.0, year,Online,2.0,,,,,"77,000",81.9,1400,154,4.0,46000.0,29000.0,36472.0,,,,,,,No
2238,Ministry - Discipleship (Online),Liberty University,"Liberty University’s Doctor of Ministry - Discipleship (Online) is often pursued by those in church leadership or full-time ministry, as well as those looking to teach at the college level.",humanities,8996.0, year,Online,2.0,,,,,"77,000",81.9,1400,154,4.0,46000.0,29000.0,36472.0,,,,,,,No
2239,Persian and Iranian Studies,The University of Arizona,The Persian and Iranian Studies program at The University of Arizona offers a rigorous interdisciplinary curriculum.,humanities,31372.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"77,000",81.9,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
2240,Spanish - Hispanic Linguistics,The University of Arizona,"This Spanish - Hispanic Linguistics program from The University of Arizona is designed to train students to address a variety of scientific and scholarly questions pertaining to the study of the Spanish language from structural, societal, experimental, acquisitional, and pedagogical perspectives.",humanities,31372.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"77,000",81.9,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
2241,Ministry - Biblical Studies (Online),Liberty University,"At its core, effective Christian ministry is rooted in Scripture. Biblical truth is essential in every ministry setting, from preaching and counseling to outreach and church administration. If you want to learn practical methods for applying God’s Word to your ministry, Liberty University’s Doctor of Ministry - Biblical Studies (Online) may be for you!",humanities,8996.0, year,Online,2.0,,,,,"77,000",81.9,1400,154,4.0,46000.0,29000.0,36472.0,,,,,,,No
2242,Ministry - Church Revitalization (Online),Liberty University,Liberty University’s Doctor of Ministry - Church Revitalization (Online) can help equip you with the training you need to help churches of all kinds renew their passion for the gospel.,humanities,8996.0, year,Online,2.0,,,,,"77,000",81.9,1400,154,4.0,46000.0,29000.0,36472.0,,,,,,,No
2243,Anthropology,The University of Arizona,The Anthropology program at The University of Arizona began in 1915 with the appointment of Byron Cummings as Professor of Archaeology and Director of the Arizona State Museum.,humanities,31372.0, year,Tucson,5.0,Arizona,Pima,32.1541,-110.8787,"77,000",81.9,1400,32,,,,,42323.0,36985.0,4686.0,11194.0,5316.0,3125.0,No
2244,Christian Leadership - Digital Discipleship (Online),Liberty University,Liberty University's EdD in Christian Leadership - Digital Discipleship (Online) degree program is designed to provide you with a biblical foundation for leadership and effective utilization of technology.,humanities,12955.0, year,Online,2.5,,,,,"77,000",81.9,1400,154,4.0,46000.0,29000.0,36472.0,,,,,,,No
